-1.7396163799055,-1.42796991839717, 0.15
-1.70000722167069,-1.42796991887028, 0.15
-1.66039806343589,-1.4279699193434, 0.15
-1.62078890520108,-1.42796991981651, 0.15
-1.58117974696627,-1.42796992028963, 0.15
-1.54157058873146,-1.42796992076274, 0.15
-1.50196143049666,-1.42796992123585, 0.15
-1.46235227226185,-1.42796992170897, 0.15
-1.42274311402704,-1.42796992218208, 0.15
-1.38313395579224,-1.4279699226552, 0.15
-1.34352479755743,-1.42796992312831, 0.15
-1.30391563932262,-1.42796992360143, 0.15
-1.26430648108781,-1.42796992407454, 0.15
-1.22469732285301,-1.42796992454766, 0.15
-1.1850881646182,-1.42796992502077, 0.15
-1.14547900638339,-1.42796992549388, 0.15
-1.10586984814858,-1.427969925967, 0.15
-1.06626068991378,-1.42796992644011, 0.15
-1.02665153167897,-1.42796992691323, 0.15
-0.987042373444162,-1.42796992738634, 0.15
-0.947433215209355,-1.42796992785946, 0.15
-0.907824056974547,-1.42796992833257, 0.15
-0.86821489873974,-1.42796992880568, 0.15
-0.828605740504932,-1.4279699292788, 0.15
-0.788996582270125,-1.42796992975191, 0.15
-0.749387424035318,-1.42796993022503, 0.15
-0.70977826580051,-1.42796993069814, 0.15
-0.670169107565703,-1.42796993117126, 0.15
-0.630559949330895,-1.42796993164437, 0.15
-0.590950791096088,-1.42796993211749, 0.15
-0.551342854878823,-1.42796679140879, 0.15
-0.51173793010686,-1.42742256867052, 0.15
-0.472159309267861,-1.42588450771175, 0.15
-0.432638235387531,-1.42326009053421, 0.15
-0.393214484639258,-1.41944793427644, 0.15
-0.353938250567867,-1.41433681026341, 0.15
-0.314873404086998,-1.40780508539033, 0.15
-0.276100619923818,-1.39972068913387, 0.15
-0.23772096849051,-1.38994194419256, 0.15
-0.199860016325734,-1.37831977524142, 0.15
-0.162670899568173,-1.3647014841343, 0.15
-0.126339772112231,-1.34893818166769, 0.15
-0.0910873317280829,-1.33089514647307, 0.15
-0.0571641952719294,-1.31046389705888, 0.15
-0.0248468140265163,-1.28757956648682, 0.15
0.00557931971251815,-1.26223502340937, 0.15
0.0338361596158182,-1.23449630772202, 0.15
0.0596845878667802,-1.20450019663876, 0.15
0.0829415066830029,-1.17245226135119, 0.15
0.103497686699531,-1.13860832221242, 0.15
0.121327032422696,-1.1032437306702, 0.15
0.136715010094394,-1.06675251112944, 0.15
0.149955471262454,-1.02942746135368, 0.15
0.161168045696821,-0.991443086112286, 0.15
0.170492990331546,-0.952950732028301, 0.15
0.178081958821962,-0.914078546477615, 0.15
0.184091511192723,-0.874930076686697, 0.15
0.188677676146381,-0.83558913111449, 0.15
0.19199333709463,-0.796120285100648, 0.15
0.194186603779145,-0.756572890575884, 0.15
0.195400677127435,-0.716982648687269, 0.15
0.195774468804381,-0.677376715208419, 0.15
0.195774469277496,-0.637767556973612, 0.15
0.19577446975061,-0.598158398738804, 0.15
0.195774470223724,-0.558549240503997, 0.15
0.195774470696839,-0.51894008226919, 0.15
0.195774471169953,-0.479330924034382, 0.15
0.195774471643068,-0.439721765799575, 0.15
0.195774472116182,-0.400112607564768, 0.15
0.195774472589296,-0.36050344932996, 0.15
0.195774473062411,-0.320894291095153, 0.15
0.195774473535525,-0.281285132860346, 0.15
0.19577447400864,-0.241675974625538, 0.15
0.195774474481754,-0.202066816390731, 0.15
0.195774474954868,-0.162457658155923, 0.15
0.195774475427983,-0.122848499921116, 0.15
0.195774475901097,-0.0832393416863085, 0.15
0.195774476374212,-0.0436301834515011, 0.15
0.195774476847326,-0.00402102521669374, 0.15
0.195774477320441,0.0355881330181133, 0.15
0.195774477793555,0.075197291252921, 0.15
0.195774478266669,0.114806449487728, 0.15
0.195774478739784,0.154415607722536, 0.15
0.195774479212898,0.194024765957343, 0.15
0.195774479686013,0.233633924192151, 0.15
0.195774480159127,0.273243082426958, 0.15
0.195774480632241,0.312852240661765, 0.15
0.195774481105356,0.352461398896572, 0.15
0.19577448157847,0.392070557131379, 0.15
0.195774482051585,0.431679715366187, 0.15
0.195774482524699,0.471288873600994, 0.15
0.195774482997813,0.510898031835802, 0.15
0.195774483470928,0.550507190070609, 0.15
0.195774483944042,0.590116348305417, 0.15
0.195774484417157,0.629725506540224, 0.15
0.195774484890271,0.669334664775032, 0.15
0.196613463018704,0.708931372436199, 0.15
0.199552758126343,0.748426372961777, 0.15
0.204928158241613,0.787662099327248, 0.15
0.213133995473191,0.826401903452415, 0.15
0.224620767815315,0.864293684057843, 0.15
0.239864846044891,0.900830795392788, 0.15
0.259291869658503,0.935318214662333, 0.15
0.283147097155698,0.966896246445537, 0.15
0.311343666322263,0.994661621321943, 0.15
0.343385315269223,1.01788487307872, 0.15
0.378460062457205,1.03621741730313, 0.15
0.415659383173859,1.04975610599442, 0.15
